Nr.,Pardavimo s?skaitos data,Pardavimo s?skaitos serija,Kodas,Pavadinimas,Kiekis be mato,Matas,Kiekis,Pardavimo s?skaitos grup?,Pardavimo suma be PVM
967617.00,2018-11-13,AKU-1825049,182853,Dirželis laidams 3.6x205 BERNER,15.00,vnt.,15.00 vnt.,Klaip?dos servisas,1.34
967648.00,2018-11-13,AKU-1825049,6424,Veržl? fiksac.M4 DIN985-8C,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,0.11
967662.00,2018-11-16,AKU-1825288,TE10W40MOBILXHP,Alyva variklin? Delvac XHP ESP 10w-40 MOBIL 208L.,7.00,l.,7.00 l.,Kauno servisas,24.50
967670.00,2018-11-16,AKU-1825288,2845TSP,Lemput? 5W 24V be cokolio OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.79
967671.00,2018-11-16,AKU-1825288,12378,Tiesi jungtis 1.5 - 2.5 mm². 6.3x0.8 Plokš?ia. M?l. BERNER ,2.00,vnt.,2.00 vnt.,Kauno servisas,0.60
967673.00,2018-11-16,AKU-1825288,L7537,Lemput? 21/5W 24V OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.72
967688.00,2018-11-15,AKU-1825211,833,Varinis žiedas 12x18x1.5 BERNER,12.00,vnt.,12.00 vnt.,Klaip?dos servisas,2.50
967689.00,2018-11-13,AKU-1825049,12602,Tiesi jungtis 0.5 - 1.5 mm² 6.3x0.8 Raud. BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,1.30
967690.00,2018-11-12,AKU-1824960,A1201420072,Veržl? M8,4.00,vnt.,4.00 vnt.,Vilniaus servisas,4.87
967691.00,2018-11-13,AKU-1825049,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,2.00,vnt.,2.00 vnt.,Klaip?dos servisas,0.97
967715.00,2018-11-16,AKU-1825337,08972,Vairo stiprintuvo alyva  gelt. 1l. 236.3 FEBI,0.70,vnt.,0.70 vnt.,Vilniaus servisas,3.26
967724.00,2018-11-12,AKU-1824897,TELIGRAF,Tepalas plastinis MOBILGREASE SPECIAL,1.00,kg.,1.00 kg.,Kauno servisas,6.82
967736.00,2018-11-12,AKU-1824897,TEEP1,Tepalas plastinis Mobilux EP1 MOBIL,0.20,kg.,0.20 kg.,Kauno servisas,1.23
967744.00,2018-11-13,AKU-1825049,173541,Sraigtas DIN968 su pov. 4.2x22 BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,0.53
967755.00,2018-11-15,AKU-1825211,12200,Galvut?s varžtas FEBI,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,13.55
967759.00,2018-11-12,AKU-1824968,14530,Suporto kreipian?ioji su ?vore Atego [34/80] TTT ,1.00,vnt.,1.00 vnt.,Kauno servisas,7.90
967760.00,2018-11-14,AKU-1825155,225.194,Stabilizatoriaus trauk? (trikampis) C.E.I,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,214.48
967764.00,2018-11-14,AKU-1825155,226.075,Reaktyvin?s trauk?s ?vor? CEI,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,103.85
967766.00,2018-11-14,AKU-1825155,15201,Stabilizatoriaus trauk? Auger,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,61.50
967773.00,2018-11-14,AKU-1825115,11-BP009,Stabdži? apsauga SBP,1.00,vnt.,1.00 vnt.,Šiauli? servisas,21.42
967785.00,2018-11-14,AKU-1825115,03.189.07.58.0,ABS laikiklis d.p. BPW,1.00,vnt.,1.00 vnt.,Šiauli? servisas,4.58
967786.00,2018-11-14,AKU-1825115,03.189.07.59.0,ABS daviklio laikiklis BPW,1.00,vnt.,1.00 vnt.,Šiauli? servisas,4.58
967787.00,2018-11-14,AKU-1825115,03.188.02.02.0,Fiksavimo žiedas BPW,8.00,vnt.,8.00 vnt.,Šiauli? servisas,4.18
967788.00,2018-11-14,AKU-1825115,05.397.26.03.0,Spyruokl? stabdži? kalad?li? BPW,2.00,vnt.,2.00 vnt.,Šiauli? servisas,2.94
967789.00,2018-11-14,AKU-1825115,02.5805.80.35,Knied? stabdži? antd?kl? kompl. 8x15mm BPW,1.00,kompl.,1.00 kompl.,Šiauli? servisas,6.68
967798.00,2018-11-13,AKU-1825022,7528,Poveržl? M20 BERNER,4.00,vnt.,4.00 vnt.,Kauno servisas,1.59
967825.00,2018-11-12,AKU-1824968,16665,Trinkel?s stabdži? FEBI (+0004202482),1.00,vnt.,1.00 vnt.,Kauno servisas,79.40
967880.00,2018-11-12,AKU-1824968,TELIGUOL,Tepalas plastinis MOBILGREASE XHP222,0.40,kg.,0.40 kg.,Kauno servisas,3.91
967906.00,2018-11-14,AKU-1825115,REST41299,Stabdži? antd?kl? kniedijimas,1.00,vnt.,1.00 vnt.,Šiauli? servisas,42.24
967907.00,2018-11-12,AKU-1824955,AL 12,Oro sausintuvo filtras MAHLE,1.00,vnt.,1.00 vnt.,Vilniaus servisas,10.90
967910.00,2018-11-12,AKU-1824960,A1201420072,Veržl? M8,4.00,vnt.,4.00 vnt.,Vilniaus servisas,4.87
967917.00,2018-11-13,AKU-1825027,A5410900151,!Filtras kuro ACTROS AKCIJA,1.00,vnt.,1.00 vnt.,Vilniaus servisas,14.98
967921.00,2018-11-12,AKU-1824896,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.46
967930.00,2018-11-13,AKU-1825021,TEATF4000,Transmisin? alyva FUCHS TITAN ATF4000 1L DIII,1.00,vnt.,1.00 vnt.,Kauno servisas,6.31
967931.00,2018-11-13,AKU-1825022,450,Duslintuvo sandarinimo pasta KLEEN-FLO,1.00,vnt.,1.00 vnt.,Kauno servisas,3.43
967932.00,2018-11-13,AKU-1825022,98183,Varžtas M10 x 60,1.00,vnt.,1.00 vnt.,Kauno servisas,0.33
967933.00,2018-11-12,AKU-1824916,54257,Salono pe?iuko radiatorius NRF,1.00,vnt.,1.00 vnt.,Kauno servisas,48.51
967935.00,2018-11-14,AKU-1825155,25775-K,Duslintuvo gofra Hobi,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,26.08
967936.00,2018-11-14,AKU-1825155,01026,Tvirtinimo pagalv?l? -/o M10x1.5 D50 H30 Febi,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,3.27
967938.00,2018-11-12,AKU-1824840,TE10W40MOBILPS,Alyva pusiau sintetin? Delvac MX EXTRA 10W40 MOBIL,26.50,l.,26.50 l.,Šiauli? servisas,86.00
967939.00,2018-11-12,AKU-1824840,12440,Tvirtinimo elementas,2.00,vnt.,2.00 vnt.,Šiauli? servisas,0.19
967940.00,2018-11-12,AKU-1824840,736,Varin? poveržl? 24x32x2,1.00,vnt.,1.00 vnt.,Šiauli? servisas,1.45
967941.00,2018-11-14,AKU-1825155,4340,Veržl? M5 BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,0.13
967942.00,2018-11-14,AKU-1825155,63471,Poveržl? DIN440R M5 Zi BERNER,4.00,vnt.,4.00 vnt.,Klaip?dos servisas,0.26
967943.00,2018-11-14,AKU-1825155,336815,Jungtis užsilydanti Duraseal raud. BERNER,10.00,vnt.,10.00 vnt.,Klaip?dos servisas,5.68
967949.00,2018-11-12,AKU-1824844,TELIGUOL,Tepalas plastinis MOBILGREASE XHP222,0.10,kg.,0.10 kg.,Šiauli? servisas,0.98
967950.00,2018-11-12,AKU-1824844,12025,Tvirtinimo elementas,7.00,vnt.,7.00 vnt.,Šiauli? servisas,0.64
967952.00,2018-11-15,AKU-1825161,TELIGUOL,Tepalas plastinis MOBILGREASE XHP222,0.40,kg.,0.40 kg.,Klaip?dos servisas,3.91
967953.00,2018-11-15,AKU-1825161,218848,Stabdži? dali? valiklis 500ml BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,4.17
967954.00,2018-11-15,AKU-1825161,136228,Universalus valiklis BREMSENREINIGER,1.00,l.,1.00 l.,Klaip?dos servisas,2.46
967957.00,2018-11-14,AKU-1825155,113820,Dirželis laidams 4.8x286 BERNER,25.00,vnt.,25.00 vnt.,Klaip?dos servisas,1.49
967958.00,2018-11-14,AKU-1825155,147707,Vario tepalas. aeroz. 400ml. BERNER,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,8.28
967960.00,2018-11-14,AKU-1825155,51646,R?dži? tirpiklis su grafitu 400ml BERNER,0.50,vnt.,0.50 vnt.,Klaip?dos servisas,3.31
967961.00,2018-11-14,AKU-1825155,136228,Universalus valiklis BREMSENREINIGER,1.00,l.,1.00 l.,Klaip?dos servisas,2.46
967963.00,2018-11-12,AKU-1824969,A9014700405,Bako kamštis,1.00,vnt.,1.00 vnt.,Vilniaus servisas,7.77
967965.00,2018-11-12,AKU-1824896,39999,Išsipl?timo bakelis Atego FEBI,1.00,vnt.,1.00 vnt.,Vilniaus servisas,76.82
967971.00,2018-11-12,AKU-1824896,641413,Apkaba žarnai 22-32mm BERNER,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.30
967979.00,2018-11-12,AKU-1824903,A0001400030,+Purkštukas ,1.00,vnt.,1.00 vnt.,Kauno servisas,53.16
967981.00,2018-11-13,AKU-1824988,A0009948445,Kab?,4.00,vnt.,4.00 vnt.,Kauno servisas,4.27
968013.00,2018-11-12,AKU-1824903,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,2.00,vnt.,2.00 vnt.,Kauno servisas,0.91
968014.00,2018-11-15,AKU-1825224,TD1950102,Cilindriukas kapoto TD,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,13.38
968015.00,2018-11-12,AKU-1824903,L6423,Lemput? 24V 5W 35 mm pailga OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.58
968016.00,2018-11-15,AKU-1825224,A9607502614,Variklio gaubto spynos kablys k.p.,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,12.37
968019.00,2018-11-15,AKU-1825258,713668010,*Guolis pr. rato Sprinter 06-> FAG,2.00,vnt.,2.00 vnt.,Kauno servisas,142.85
968022.00,2018-11-12,AKU-1824903,13-05-01-0017,Žibintas gabaritinis geltonas oval. LED su laidu ir laik. FRISTOM,1.00,vnt.,1.00 vnt.,Kauno servisas,6.17
968040.00,2018-11-13,AKU-1824992,14-07-00-0056,Jungtis vamzdelio 8/M16 HALDEX,1.00,vnt.,1.00 vnt.,Kauno servisas,4.09
968041.00,2018-11-16,AKU-1825278,A4721870980,Tarpin?,2.00,vnt.,2.00 vnt.,Kauno realizacija,4.08
968042.00,2018-11-16,AKU-1825278,A4721870880,Sandarinimo žiedas,2.00,vnt.,2.00 vnt.,Kauno realizacija,4.08
968046.00,2018-11-14,AKU-1825155,9900922E,Papildomas r?ko žibintas Polcar,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,3.40
968047.00,2018-11-12,AKU-1824896,802107,Knied? plokš. 4.8x12 AL,8.00,vnt.,8.00 vnt.,Vilniaus servisas,0.82
968048.00,2018-11-15,AKU-1825161,REST49836,Dugno plovimas,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,19.84
968056.00,2018-11-12,AKU-1824882,TEATF4134,Transmisin? alyva FUCHS TITAN ATF 4134 236.14,0.60,l.,0.60 l.,Klaip?dos servisas,3.59
968059.00,2018-11-13,AKU-1824997,0558 198 006,Kontaktas 0.5-1.0 mm2 MCP2.8 2.8x0.8mm WURTH,3.00,vnt.,3.00 vnt.,Kauno servisas,3.41
968060.00,2018-11-13,AKU-1824997,336815,Jungtis užsilydanti Duraseal raud. BERNER,2.00,vnt.,2.00 vnt.,Kauno servisas,1.20
968086.00,2018-11-12,AKU-1824916,SUN1,Aušinimo skystis koncentruotas SUNOCO G11,20.00,l.,20.00 l.,Kauno servisas,67.16
968098.00,2018-11-13,AKU-1824988,A20199002929051,Knied? juoda,1.00,vnt.,1.00 vnt.,Kauno servisas,1.06
968104.00,2018-11-13,AKU-1824997,720469,EPS daviklio jungtis 4 kont. 90*?,1.00,vnt.,1.00 vnt.,Kauno servisas,4.39
968106.00,2018-11-13,AKU-1824997,076.244-00A,Sandarinimo žiedas su poveržle 16mm PE,2.00,vnt.,2.00 vnt.,Kauno servisas,1.14
968111.00,2018-11-15,AKU-1825211,2470,Variuota veržl? SW 17 M10,6.00,vnt.,6.00 vnt.,Klaip?dos servisas,2.14
968113.00,2018-11-13,AKU-1825021,L64215,S?varž?,1.00,vnt.,1.00 vnt.,Kauno servisas,4.24
968114.00,2018-11-15,AKU-1825265,L64215,S?varž?,1.00,vnt.,1.00 vnt.,Kauno servisas,5.00
968115.00,2018-11-14,AKU-1825082,L64215,S?varža,2.00,vnt.,2.00 vnt.,Kauno servisas,9.37
968119.00,2018-11-13,AKU-1825022,AKC1036,Gabarito lentel?,1.00,vnt.,1.00 vnt.,Kauno servisas,13.76
968121.00,2018-11-12,AKU-1824914,8GH007157121,Lemput? H7 12V 55W PX26d HELLA,2.00,vnt.,2.00 vnt.,Kauno servisas,6.84
968122.00,2018-11-13,AKU-1825058,35459,Pos?kio pirštas COSIBO,2.00,vnt.,2.00 vnt.,Kauno servisas,276.46
968125.00,2018-11-15,AKU-1825226,A0009910752,Fiksatorius,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,21.99
968126.00,2018-11-14,AKU-1825115,12025,Tvirtinimo dirželis,15.00,vnt.,15.00 vnt.,Šiauli? servisas,1.36
968129.00,2018-11-13,AKU-1824988,L7537,Lemput? 21/5W 24V OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.67
968131.00,2018-11-13,AKU-1825022,KX 67/2D ECO ,Kuro filtras 904LA MAHLE,1.00,vnt.,1.00 vnt.,Kauno servisas,7.58
968132.00,2018-11-13,AKU-1825022,C 29 010 KIT,Oro filtras su dang?iu Atego MANN,1.00,vnt.,1.00 vnt.,Kauno servisas,48.96
968133.00,2018-11-13,AKU-1825022,AL24,Sausintuvo filtras su tepalo atskyr?ju 13 Bar MAHLE,1.00,vnt.,1.00 vnt.,Kauno servisas,30.52
968136.00,2018-11-12,AKU-1824971,L5627,Lemput? 5W 24V su met. cokoliu OSRAM,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.43
968137.00,2018-11-12,AKU-1824971,2845TSP,Lemput? 5W 24V be cokolio OSRAM,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.74
968140.00,2018-11-13,AKU-1825022,A9061800209,Alyvos filtras MB  OE,1.00,vnt.,1.00 vnt.,Kauno servisas,18.62
968153.00,2018-11-13,AKU-1824988,VIELKAI,Vielokaištis,4.00,vnt.,4.00 vnt.,Kauno servisas,1.11
968154.00,2018-11-13,AKU-1824992,98108,Varžtas M8 x 70,4.00,vnt.,4.00 vnt.,Kauno servisas,1.94
968155.00,2018-11-13,AKU-1824992,4375,Veržl? M8 BERNER,4.00,vnt.,4.00 vnt.,Kauno servisas,0.32
968156.00,2018-11-13,AKU-1824992,500082,Greita oro jungtis met/pl. 8mm SISTEM PNEUMATICA,6.00,vnt.,6.00 vnt.,Kauno servisas,13.31
968173.00,2018-11-13,AKU-1825022,TE10W40MOBILPS,Alyva pusiau sintetin? Delvac MX EXTRA 10W40 MOBIL,16.50,l.,16.50 l.,Kauno servisas,53.55
968175.00,2018-11-12,AKU-1824916,L7511,Lemput? 21W 24V OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.51
968176.00,2018-11-14,AKU-1825115,A9608690072,Varžtas,3.00,vnt.,3.00 vnt.,Šiauli? servisas,3.08
968205.00,2018-11-13,AKU-1825016,2520691001022,Žvak?s tinkliukas AIRTR. EBERSPACHER,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,4.36
968212.00,2018-11-14,AKU-1825106,A9607213380,Dur? guma,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,56.32
968213.00,2018-11-15,AKU-1825196,A96084007279051,Dangtis vidurinis,5.00,vnt.,5.00 vnt.,Vilniaus realizacija,505.32
968214.00,2018-11-15,AKU-1825211,08972,Vairo stiprintuvo alyva  gelt. 1l. 236.3 FEBI,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,5.27
968215.00,2018-11-15,AKU-1825211,CAAZA0050,Aušinimo skystis -35 žalias 5 kg,0.30,vnt.,0.30 vnt.,Klaip?dos servisas,2.10
968216.00,2018-11-15,AKU-1825211,113821,Dirželis laidams 4.8x368 BERNER,30.00,vnt.,30.00 vnt.,Klaip?dos servisas,2.85
968217.00,2018-11-15,AKU-1825211,182853,Dirželis laidams 3.6x205 BERNER,20.00,vnt.,20.00 vnt.,Klaip?dos servisas,1.78
968218.00,2018-11-15,AKU-1825211,930251,Dirželis laidams 2.5x102 BERNER,20.00,vnt.,20.00 vnt.,Klaip?dos servisas,0.60
968219.00,2018-11-15,AKU-1825211,CAAZA0050,Aušinimo skystis -35 žalias 5 kg,0.30,vnt.,0.30 vnt.,Klaip?dos servisas,2.10
968220.00,2018-11-14,AKU-1825175,A9737250566,Guma,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,33.42
968221.00,2018-11-16,AKU-1825270,4.61034,Vairo stiprintuvo filtro laikiklis,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,4.44
968222.00,2018-11-16,AKU-1825354,A9604600057,Kryžm? vairo,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,74.95
968224.00,2018-11-16,AKU-1825270,TEATF4134,Transmisin? alyva FUCHS TITAN ATF 4134 236.14,2.00,l.,2.00 l.,Klaip?dos servisas,11.97
968233.00,2018-11-12,AKU-1824900,C331460/1,Oro filtras MANN,1.00,vnt.,1.00 vnt.,Vilniaus servisas,46.09
968236.00,2018-11-12,AKU-1824894,TELICENT,Tepalas centrinei tepimo sistemai MOBIL CHASSIS GREASE LBZ,1.20,kg.,1.20 kg.,Šiauli? servisas,11.04
968237.00,2018-11-12,AKU-1824895,TE10W40MOBILXHP,Alyva variklin? Delvac XHP ESP 10w-40 MOBIL 208L.,10.00,l.,10.00 l.,Kauno servisas,35.00
968240.00,2018-11-13,AKU-1824988,9436660937,Laipt? korpuso apdaila d.p.,1.00,vnt.,1.00 vnt.,Kauno servisas,17.68
968241.00,2018-11-13,AKU-1824997,A0019937296,Dirželis 9PK 2871mm AKCIJA,1.00,vnt.,1.00 vnt.,Kauno servisas,42.83
968243.00,2018-11-13,AKU-1825029,00557 922 7,El. kontaktas S 16-35/M6,1.00,vnt.,1.00 vnt.,Vilniaus servisas,1.88
968244.00,2018-11-12,AKU-1824913,330087,Plombavimo viela 40 cm 1.4 mm,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
968245.00,2018-11-12,AKU-1824913,330072T,Plomba maža raudona,2.00,vnt.,2.00 vnt.,Vilniaus servisas,0.00
968246.00,2018-11-12,AKU-1824913,330076T,Plomba švinin?,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
968247.00,2018-11-12,AKU-1824897,6800033,!Tachografo spausdinimo juost? kompl. (3 vnt) AKCIJA,1.00,kompl.,1.00 kompl.,Kauno servisas,3.41
968248.00,2018-11-16,AKU-1825337,612,Varinis žiedas 14x18x1.5,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.12
968250.00,2018-11-12,AKU-1824919,01-06-00-0050,Ad Blue filtras modulyje kompl. BOSCH,1.00,vnt.,1.00 vnt.,Vilniaus servisas,14.31
968251.00,2018-11-12,AKU-1824971,TRL1152,Oro pagalv? 36 be pado TRAILERLINE,3.00,vnt.,3.00 vnt.,Vilniaus servisas,171.69
968252.00,2018-11-12,AKU-1824913,13810001,Baterija 1381 tachografui,1.00,vnt.,1.00 vnt.,Vilniaus servisas,0.00
968258.00,2018-11-12,AKU-1824899,A9403501035,!Galin?s ašies stebul?s RMK Actros AKCIJA,1.00,vnt.,1.00 vnt.,Kauno realizacija,117.82
968259.00,2018-11-12,AKU-1824924,A9403501035,!Galin?s ašies stebul?s RMK Actros AKCIJA,4.00,vnt.,4.00 vnt.,Kauno realizacija,471.27
968260.00,2018-11-14,AKU-1825136,A0039950802,Katalizatoriaus s?varža su tarpin?m,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,63.77
968262.00,2018-11-14,AKU-1825144,A2188104500,Veidrodžio r?mas k.p.,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,297.00
968264.00,2018-11-14,AKU-1825144,A2128102221,Veidrodžio stiklas k.p.,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,358.20
968265.00,2018-11-14,AKU-1825117,A9608112614,Laikiklis,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,2.52
968267.00,2018-11-14,AKU-1825090,A2128204926,Daviklis,2.00,vnt.,2.00 vnt.,Kauno realizacija,69.04
968272.00,2018-11-18,AKU-1825431,A0079901401,+Varžtas M14x1.5/50,2.00,vnt.,2.00 vnt.,Šiauli? servisas,5.44
968273.00,2018-11-14,AKU-1825117,A9606828104,Garso izoliacija d.p.,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,34.65
968274.00,2018-11-12,AKU-1824910,MBSMULK,Detali? siuntimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.00
968278.00,2018-11-12,AKU-1824904,MBSMULK,Detali? siuntimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,3.00
968279.00,2018-11-14,AKU-1825117,A9608112107,Dangtelis. veidrodžio d.p.,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,10.87
968280.00,2018-11-13,AKU-1824997,L7537,Lemput? 21/5W 24V OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.69
968281.00,2018-11-13,AKU-1824997,L6423,Lemput? 24V 5W 35 mm pailga OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.56
968282.00,2018-11-13,AKU-1824997,L7511,Lemput? 21W 24V OSRAM,1.00,vnt.,1.00 vnt.,Kauno servisas,0.55
968283.00,2018-11-13,AKU-1824997,333298,Plokš?ias kištukas su kabliuku sidabr. 6.3x0.8 BERNER,2.00,vnt.,2.00 vnt.,Kauno servisas,1.91
968285.00,2018-11-13,AKU-1824997,333239,Plokš?ia t?tel? su kabliuku sidabr. 6.3x0.8 BERNER,3.00,vnt.,3.00 vnt.,Kauno servisas,1.82
968291.00,2018-11-14,AKU-1825083,A2700160020,Galvos tarpin?,1.00,vnt.,1.00 vnt.,Kauno realizacija,38.36
968297.00,2018-11-14,AKU-1825104,A0159972247,Riebokšlis ,1.00,vnt.,1.00 vnt.,Kauno realizacija,15.55
968313.00,2018-11-13,AKU-1825049,5398,Veržl? M12 934 A2,1.00,vnt.,1.00 vnt.,Klaip?dos servisas,0.94
968314.00,2018-11-16,AKU-1825284,A21388527009999,Bamperis,1.00,vnt.,1.00 vnt.,Kauno realizacija,485.10
968351.00,2018-11-16,AKU-1825282,L64215,Lemput? H7 24V 70W OSRAM,6.00,vnt.,6.00 vnt.,Kauno servisas,31.86
968356.00,2018-11-16,AKU-1825366,076.249-00A,Kondensato išleidimo vožtuvas PE,1.00,vnt.,1.00 vnt.,Kauno servisas,1.77
968368.00,2018-11-16,AKU-1825284,A2138856900,Apdaila,1.00,vnt.,1.00 vnt.,Kauno realizacija,44.35
968369.00,2018-11-16,AKU-1825284,A2138857000,Apdaila,1.00,vnt.,1.00 vnt.,Kauno realizacija,142.91
968370.00,2018-11-16,AKU-1825284,A2138856800,Apdaila,1.00,vnt.,1.00 vnt.,Kauno realizacija,26.77
968371.00,2018-11-14,AKU-1825102,A0009906803,Varžtas M8x25,14.00,vnt.,14.00 vnt.,Klaip?dos realizacija,15.88
968372.00,2018-11-16,AKU-1825284,A2138850003,Sustiprinimas centrinis,1.00,vnt.,1.00 vnt.,Kauno realizacija,59.83
968374.00,2018-11-16,AKU-1825284,A2138850200,Groteli? r?melis,1.00,vnt.,1.00 vnt.,Kauno realizacija,83.78
968375.00,2018-11-14,AKU-1825102,A0009906903,Varžtas,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,1.35
968376.00,2018-11-14,AKU-1825102,A0139970045,Riebokšlis,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,4.65
968377.00,2018-11-14,AKU-1825102,A0149976445,Riebokšlis ,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,6.46
968378.00,2018-11-15,AKU-1825253,22751,Sankabos šakut?s piršto RMK be guoliuk? FEBI,1.00,vnt.,1.00 vnt.,Kauno servisas,23.33
968379.00,2018-11-16,AKU-1825284,A2138852500,Laikiklis,1.00,vnt.,1.00 vnt.,Kauno realizacija,30.80
968380.00,2018-11-16,AKU-1825284,A2138852300,Sustiprinimas k.p,1.00,vnt.,1.00 vnt.,Kauno realizacija,18.48
968381.00,2018-11-14,AKU-1825112,A2465460078,Akumuliatoriaus padas,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,4.29
968382.00,2018-11-16,AKU-1825284,A2138852400,Sustiprinimas d.p,1.00,vnt.,1.00 vnt.,Kauno realizacija,18.48
968384.00,2018-11-14,AKU-1825112,A2464702900,Kuro filtras,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,57.91
968385.00,2018-11-18,AKU-1825431,TEGL4FUCHS,Alyva 80W90 GL-4 Fuchs Titan Supergear,2.00,l.,2.00 l.,Šiauli? servisas,6.15
968386.00,2018-11-14,AKU-1825112,A2465400082,Dangtelis,1.00,vnt.,1.00 vnt.,Šiauli? realizacija,21.44
968387.00,2018-11-14,AKU-1825102,A6420910150,Laikiklis,6.00,vnt.,6.00 vnt.,Klaip?dos realizacija,10.25
968390.00,2018-11-18,AKU-1825431,TE ATF236.1,Tepalas autom. transmisijai TITAN ATF4000,18.00,l.,18.00 l.,Šiauli? servisas,79.02
968391.00,2018-11-16,AKU-1825284,A2135202500,Apdengimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,26.91
968392.00,2018-11-16,AKU-1825284,A2135202600,Posparnis,1.00,vnt.,1.00 vnt.,Kauno realizacija,26.91
968393.00,2018-11-13,AKU-1825021,SUN1,Aušinimo skystis koncentruotas SUNOCO G11,2.30,l.,2.30 l.,Kauno servisas,7.72
968394.00,2018-11-16,AKU-1825284,A2135200900,Apdengimas,1.00,vnt.,1.00 vnt.,Kauno realizacija,75.35
968395.00,2018-11-16,AKU-1825284,A2135240440,Laikiklis,1.00,vnt.,1.00 vnt.,Kauno realizacija,8.60
968397.00,2018-11-14,AKU-1825102,A6421410680,Tarpin?,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,4.64
968399.00,2018-11-14,AKU-1825102,A6421423180,Tarpin? išmetimo kolektoriaus prie turbinos d.p.,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,7.79
968400.00,2018-11-14,AKU-1825102,A6421423280,Tarpin? išmetimo kolektoriaus prie turbinos k/p,2.00,vnt.,2.00 vnt.,Klaip?dos realizacija,7.79
968401.00,2018-11-14,AKU-1825102,N000000000276,Varžtas,20.00,vnt.,20.00 vnt.,Klaip?dos realizacija,32.32
968402.00,2018-11-14,AKU-1825102,TR5002,Preki? siuntimas,1.00,vnt.,1.00 vnt.,Klaip?dos realizacija,5.00
968407.00,2018-11-14,AKU-1825099,A1294200095,Ranken?l? rank. st. atl.,1.00,vnt.,1.00 vnt.,Kauno realizacija,28.81
968408.00,2018-11-14,AKU-1825099,A4638200021,Pos?kio žibintas baltas,1.00,vnt.,1.00 vnt.,Kauno realizacija,35.50
968409.00,2018-11-14,AKU-1825099,A1768800328,Vyris,1.00,vnt.,1.00 vnt.,Kauno realizacija,24.13
968410.00,2018-11-13,AKU-1824997,BB0035,Stabdži? kamera T20 disk. 3G,1.00,vnt.,1.00 vnt.,Kauno servisas,22.59
968411.00,2018-11-14,AKU-1825099,A00098621509650,Pieštukas,1.00,vnt.,1.00 vnt.,Kauno realizacija,12.06
